circulating_supply,currency,inflation,inflation_total,real_yield,staked_supply,staking_rate,timestamp,total_supply,yield,open,high,low,close,volume,market_cap
2.43E+14,Cosmos,0.071427,0.071427,0.02498,1.77E+14,0.7274,2019-08-15T12:00:07.149420,2.43E+14,0.0982,2.84,2.99,2.72,2.95,118159631,562660160
2.43E+14,Cosmos,0.071313,0.071313,0.02513,1.76E+14,0.72591,2019-08-14T12:00:10.955023,2.43E+14,0.09824,3.25,3.28,2.84,2.84,143341869,542120033
2.43E+14,Cosmos,0.071306,0.071306,0.0287,1.70E+14,0.69873,2019-08-13T12:00:07.133264,2.43E+14,0.10205,3.33,3.34,3.15,3.25,130277229,619723678
2.43E+14,Cosmos,0.071274,0.071274,0.02873,1.70E+14,0.69838,2019-08-12T12:00:14.439964,2.43E+14,0.10206,3.53,3.64,3.33,3.33,136927300,635407748
2.43E+14,Cosmos,0.071331,0.071331,0.02876,1.70E+14,0.69835,2019-08-11T12:00:10.136815,2.43E+14,0.10214,3.34,3.53,3.29,3.52,119824702,672076520
2.43E+14,Cosmos,0.071367,0.071367,0.02877,1.69E+14,0.69835,2019-08-10T12:00:08.095525,2.43E+14,0.10219,3.14,3.37,3.14,3.34,131283352,636214333
2.43E+14,Cosmos,0.071242,0.071242,0.02874,1.69E+14,0.69824,2019-08-09T12:00:08.236860,2.43E+14,0.10203,3.27,3.31,3.09,3.14,121369452,598683603
2.43E+14,Cosmos,0.07107,0.07107,0.0283,1.70E+14,0.70101,2019-08-08T12:00:12.007217,2.43E+14,0.10138,3.5,3.5,3.16,3.26,129180828,622079898
2.43E+14,Cosmos,0.071082,0.071082,0.02823,1.70E+14,0.70155,2019-08-07T12:00:11.051209,2.43E+14,0.10132,3.55,3.68,3.47,3.5,127921987,666501619
2.43E+14,Cosmos,0.071153,0.071153,0.02816,1.70E+14,0.70228,2019-08-06T12:00:06.339947,2.43E+14,0.10132,3.79,3.8,3.51,3.55,126484099,677875125
2.42E+14,Cosmos,0.071342,0.071342,0.02826,1.70E+14,0.70208,2019-08-05T12:00:08.538325,2.42E+14,0.10162,3.61,3.87,3.61,3.79,132794918,722946974
2.42E+14,Cosmos,0.071502,0.071502,0.02829,1.70E+14,0.70228,2019-08-04T12:00:06.482353,2.42E+14,0.10181,3.7,3.78,3.59,3.61,90515499,688488764
2.42E+14,Cosmos,0.071452,0.071452,0.02831,1.70E+14,0.70196,2019-08-03T12:00:13.472642,2.42E+14,0.10179,3.66,3.79,3.64,3.71,94736604,706528201
2.42E+14,Cosmos,0.0715,0.0715,0.02837,1.70E+14,0.70167,2019-08-02T12:00:05.855550,2.42E+14,0.1019,3.55,3.9,3.53,3.66,106897992,697565673
2.42E+14,Cosmos,0.071314,0.071314,0.02821,1.70E+14,0.70233,2019-08-01T12:00:05.649921,2.42E+14,0.10154,3.66,3.68,3.48,3.56,68444005,678390927
2.42E+14,Cosmos,0.071294,0.071294,0.02809,1.70E+14,0.70321,2019-07-31T12:00:11.242914,2.42E+14,0.10138,3.6,3.75,3.6,3.66,115217467,697645163
2.42E+14,Cosmos,0.071376,0.071376,0.02808,1.70E+14,0.70349,2019-07-30T12:00:10.708351,2.42E+14,0.10146,3.6,3.66,3.52,3.6,114588229,685797659
2.42E+14,Cosmos,0.071496,0.071496,0.02812,1.70E+14,0.70353,2019-07-29T12:00:12.423595,2.42E+14,0.10162,3.62,3.68,3.55,3.6,119873997,687142202
2.42E+14,Cosmos,0.071558,0.071558,0.02786,1.71E+14,0.70563,2019-07-28T12:00:07.446068,2.42E+14,0.10141,3.62,3.67,3.5,3.62,110281449,689863878
2.42E+14,Cosmos,0.071681,0.071681,0.02767,1.71E+14,0.7074,2019-07-27T12:00:16.403607,2.42E+14,0.10133,3.9,4.01,3.57,3.62,117266920,689671448
